id,value
"Korver, Kyle",1.7
"Bogut, Andrew",4.1
"Bogut, Andrew",3.6
"Bogut, Andrew",4.3
"Curry, Stephen",2.3
"Barnes, Harrison",3.4
"Bogut, Andrew",4.7
"Bogut, Andrew",2.9
"Bogut, Andrew",1.9
"Bogut, Andrew",4
"Bogut, Andrew",4.3
"Bogut, Andrew",5.1
"Barnes, Harrison",4.9
"Bogut, Andrew",2.7
"Speights, Marreese",2.5
"Green, Draymond",2.9
"Green, Draymond",3.9
"Lopez, Robin",2.2
"Lopez, Robin",0.9
"Lopez, Robin",0.8
"Lopez, Robin",5.8
"Lopez, Robin",4.6
"Lopez, Robin",4.8
"Crabbe, Allen",2.2
"Lopez, Robin",3
"Lopez, Robin",5.2
"Lopez, Robin",4.8
"Lopez, Robin",1.8
"Batum, Nicolas",3.4
"Lopez, Robin",4.8
"Kaman, Chris",2
"Kaman, Chris",1.8
"Kaman, Chris",0
"Blake, Steve",4.1
"Lopez, Robin",5.6
"Lillard, Damian",4.2
"Jordan, DeAndre",3
"Jordan, DeAndre",2.2
"Jordan, DeAndre",3.6
"Jordan, DeAndre",4.4
"Jordan, DeAndre",2.8
"Jordan, DeAndre",3.6
"Jordan, DeAndre",2.1
"Jordan, DeAndre",3.1
"Griffin, Blake",2.3
"Redick, JJ",2.4
"Jordan, DeAndre",3.9
"Redick, JJ",2.5
"Jordan, DeAndre",2.7
"Jordan, DeAndre",3.7
"Bosh, Chris",5.1
"Williams, Shawne",0.7
"Andersen, Chris",4.1
"Ennis, James",1.2
"Chalmers, Mario",7.3
"Chalmers, Mario",0.6
"Bosh, Chris",1.9
"Bosh, Chris",2.4
"Chalmers, Mario",1.6
"Williams, Shawne",4.1
"Bosh, Chris",1.8
"Bosh, Chris",4.4
"Bosh, Chris",2.3
"Bosh, Chris",2.1
"Bosh, Chris",0.8
"Williams, Shawne",2.7
"Williams, Shawne",1.3
"Frye, Channing",5.8
"Vucevic, Nikola",2.2
"Vucevic, Nikola",3.2
"Vucevic, Nikola",2.1
"Harkless, Maurice",2.4
"Vucevic, Nikola",1.8
"Vucevic, Nikola",4.5
"Vucevic, Nikola",1.1
"Harkless, Maurice",5.5
"Fournier, Evan",3
"Vucevic, Nikola",1.8
"Frye, Channing",2
"Vucevic, Nikola",4.1
"Vucevic, Nikola",3.4
"Harris, Tobias",1.2
"Vucevic, Nikola",2.9
"Vucevic, Nikola",2.7
"Vucevic, Nikola",3.2
"Green, Willie",1
"Vucevic, Nikola",1.6
"Copeland, Chris",2.5
"Hibbert, Roy",0.1
"Hibbert, Roy",0.1
"Hibbert, Roy",0
"Hibbert, Roy",0.4
"Mahinmi, Ian",8.7
"Mahinmi, Ian",5
"Hibbert, Roy",0.5
"Rudez, Damjan",3.2
"Hibbert, Roy",0.9
"Hibbert, Roy",2.9
"Hibbert, Roy",1
"Copeland, Chris",0
"Hibbert, Roy",0.2
"Mahinmi, Ian",0.2
"Mahinmi, Ian",3.4
"Mahinmi, Ian",1.6
"Sloan, Donald",3.5
"Mahinmi, Ian",11.2
"Mahinmi, Ian",1.6
"Hibbert, Roy",4.7
"Hibbert, Roy",0
"Chandler, Tyson",3.1
"Chandler, Tyson",1.6
"Wright, Brandan",4.4
"Chandler, Tyson",3.9
"Chandler, Tyson",3.8
"Wright, Brandan",2.4
"Wright, Brandan",1.9
"Chandler, Tyson",3.2
"Nowitzki, Dirk",3.9
"Chandler, Tyson",2.6
"Chandler, Tyson",1.8
"Chandler, Tyson",0.1
"Bogut, Andrew",4.7
"Bogut, Andrew",4.7
"Bogut, Andrew",4.8
"Bogut, Andrew",2.7
"Curry, Stephen",3.4
"Green, Draymond",7.4
"Bogut, Andrew",1.6
"Bogut, Andrew",4.7
"Curry, Stephen",1.7
"Green, Draymond",3.2
"Speights, Marreese",0.8
"Speights, Marreese",3.5
"Speights, Marreese",3.2
"Speights, Marreese",3.2
"Plumlee, Miles",1
"Plumlee, Miles",4
"Plumlee, Miles",2.8
"Plumlee, Miles",6
"Plumlee, Miles",0.9
"Len, Alex",2.1
"Plumlee, Miles",3.7
"Plumlee, Miles",2.9
"Plumlee, Miles",2.7
"Morris, Marcus",2.2
"Plumlee, Miles",7.6
"Bledsoe, Eric",2.3
"Plumlee, Miles",0.5
"Plumlee, Miles",4.8
"Plumlee, Miles",4.2
"Plumlee, Miles",6.6
"Lopez, Robin",0.7
"Lopez, Robin",5.3
"Lopez, Robin",2
"Lopez, Robin",5.3
"Kaman, Chris",7.3
"Lopez, Robin",2.7
"Lopez, Robin",3
"Lopez, Robin",4.5
"Lopez, Robin",1.4
"Lopez, Robin",1.9
"Lopez, Robin",3.9
"Lopez, Robin",5.8
"Lopez, Robin",2.4
"Kaman, Chris",4.8
"Kaman, Chris",2.1
"Freeland, Joel",6.4
"Kaman, Chris",1.8
"Freeland, Joel",3.8
"Bryant, Kobe",1.6
"Hill, Jordan",1.4
"Hill, Jordan",3.1
"Lin, Jeremy",1.5
"Hill, Jordan",1.2
"Hill, Jordan",2.1
"Hill, Jordan",4.2
"Hill, Jordan",2.1
"Hill, Jordan",4.4
"Hill, Jordan",2.3
"Hill, Jordan",4.1
"Johnson, Wesley",1.9
"Hill, Jordan",0.8
"Davis, Ed",3.5
"Davis, Ed",0.8
"Boozer, Carlos",3.8
"Sacre, Robert",1.8
"Sacre, Robert",2
"Bryant, Kobe",2.5
"Hill, Jordan",1.9
"Hill, Jordan",1.6
"Johnson, Wesley",1
"Hill, Jordan",1.7
"Horford, Al",1.9
"Millsap, Paul",1.7
"Sefolosha, Thabo",4.2
"Korver, Kyle",2.1
"Millsap, Paul",3.5
"Horford, Al",0.9
"Horford, Al",1.8
"Horford, Al",0.1
"Horford, Al",2.8
"Korver, Kyle",1.2
"Horford, Al",0.5
"Horford, Al",5.7
"Horford, Al",4.1
"Horford, Al",2.5
"Antic, Pero",4.4
"Korver, Kyle",2.2
"Horford, Al",2.5
"Horford, Al",4.5
"Horford, Al",6.6
"Teague, Jeff",1.2
"Horford, Al",2.6
"Antic, Pero",4.4
"Horford, Al",3.1
"Korver, Kyle",5.4
"Wade, Dwyane",3.9
"Deng, Luol",1.2
"Williams, Shawne",0
"Bosh, Chris",4.8
"Williams, Shawne",4.5
"Hamilton, Justin",2.2
"Hamilton, Justin",0.2
"Hamilton, Justin",2.4
"Williams, Shawne",1.4
"Napier, Shabazz",7.8
"Williams, Shawne",4.9
"Hamilton, Justin",3.1
"Bosh, Chris",2.9
"Wade, Dwyane",4.7
"Bosh, Chris",0.5
"Bosh, Chris",2.7
"Williams, Shawne",0.3
"Williams, Shawne",1.9
"Hamilton, Justin",4.1
"Hamilton, Justin",2.6
"Bosh, Chris",3.1
"Bosh, Chris",1.4
"Williams, Shawne",5.4
"Williams, Shawne",4.5
"Williams, Shawne",4.7
"Asik, Omer",1.5
"Asik, Omer",5.7
"Asik, Omer",2.5
"Davis, Anthony",4.6
"Davis, Anthony",3.2
"Davis, Anthony",3.9
"Asik, Omer",3.9
"Asik, Omer",2.4
"Evans, Tyreke",3.2
"Asik, Omer",2.7
"Asik, Omer",2
"Asik, Omer",4.3
"Asik, Omer",3.4
"Asik, Omer",4.6
"Evans, Tyreke",3.1
"Holiday, Jrue",2
"Anderson, Ryan",2
"Dalembert, Samuel",4.4
"Dalembert, Samuel",2
"Dalembert, Samuel",2
"Dalembert, Samuel",4.7
"Dalembert, Samuel",2.2
"Dalembert, Samuel",2.4
"Shumpert, Iman",2.7
"Dalembert, Samuel",2.2
"Smith, J.R.",2.6
"Larkin, Shane",2.1
"Stoudemire, Amar'e",0
"Stoudemire, Amar'e",2.1
"Stoudemire, Amar'e",1.6
"Stoudemire, Amar'e",5.6
"Anthony, Carmelo",5.6
"Stoudemire, Amar'e",2
"Dalembert, Samuel",2.8
"Allen, Tony",5.1
"Gasol, Marc",2.7
"Gasol, Marc",5.5
"Koufos, Kosta",2.2
"Gasol, Marc",5.1
"Leuer, Jon",2.9
"Gasol, Marc",2
"Gasol, Marc",2.1
"Conley, Mike",0.6
"Allen, Tony",0.3
"Koufos, Kosta",2.2
"Koufos, Kosta",1.3
"Koufos, Kosta",1.6
"Koufos, Kosta",3
"Gasol, Marc",2.3
"Gasol, Marc",2.8
"Gasol, Marc",4.9
"Gasol, Marc",2.8
"Randolph, Zach",1.7
"Sanders, Larry",4.5
"Knight, Brandon",3.5
"Pachulia, Zaza",4.7
"Sanders, Larry",2
"Sanders, Larry",1.8
"Sanders, Larry",6.5
"Sanders, Larry",1.9
"Middleton, Khris",0
"Pachulia, Zaza",3.7
"Ilyasova, Ersan",1.9
"Henson, John",2.3
"Knight, Brandon",2.2
"Henson, John",4.1
"Sanders, Larry",3.7
"Sanders, Larry",4.8
"Young, Thaddeus",10.3
"Young, Thaddeus",1.6
"Jack, Jarrett",2.6
"Young, Thaddeus",1.9
"Plumlee, Mason",2.7
"Plumlee, Mason",2.2
"Jordan, Jerome",2.2
"Brown, Markel",6.2
"Jefferson, Cory",1.4
"Boozer, Carlos",6.5
"Sacre, Robert",3
"Boozer, Carlos",3.7
"Boozer, Carlos",6.6
"Clarkson, Jordan",6.4
"Boozer, Carlos",7.4
"Frye, Channing",3.9
"Vucevic, Nikola",2.8
"Vucevic, Nikola",0.7
"Vucevic, Nikola",2.8
"Frye, Channing",6.7
"Harkless, Maurice",1.5
"Vucevic, Nikola",5.1
"Oladipo, Victor",13.5
"Nicholson, Andrew",2.9
"Harris, Tobias",6
"Bass, Brandon",4.7
"Crowder, Jae",5.7
"Crowder, Jae",1.5
"Turner, Evan",1.8
"Turner, Evan",1.8
"Crowder, Jae",4.8
"Jerebko, Jonas",2.7
"Gasol, Pau",10.2
"Gasol, Pau",1.7
"Dunleavy, Mike",1.6
"Gasol, Pau",0.4
"Noah, Joakim",2.7
"Aminu, Al-Farouq",1.3
"Nowitzki, Dirk",6.9
"Rondo, Rajon",4.9
"Chandler, Tyson",0.7
"Ibaka, Serge",6.5
"Ibaka, Serge",7.1
"Ibaka, Serge",2.5
"Ibaka, Serge",3.5
"Roberson, Andre",4.9
"Roberson, Andre",4.2
"Singler, Kyle",1.8
"Singler, Kyle",6.9
"Kanter, Enes",3.3
"Caldwell-Pope, Kentavious",0.1
"Drummond, Andre",6.2
"Monroe, Greg",2.1
"Drummond, Andre",7.9
"Drummond, Andre",1.9
"Drummond, Andre",1.8
"Caldwell-Pope, Kentavious",11.7
"Anthony, Joel",0.6
"Stuckey, Rodney",2.5
"Hibbert, Roy",4.6
"Hill, George",10.8
"Mbah a Moute, Luc",6
"Covington, Robert",3.8
"McDaniels, KJ",1.6
"Noel, Nerlens",1.3
"Porter, Otto",7.9
Nene,8.3
Nene,7.4
"Wall, John",4.2
"Gortat, Marcin",13.5
"Gortat, Marcin",8
Nene,7.1
"Seraphin, Kevin",3.8
"Chandler, Wilson",1.9
"Gallinari, Danilo",8.3
"Hickson, JJ",3.2
"Lawson, Ty",4.8
"Hickson, JJ",6.6
"Foye, Randy",2.3
"Hickson, JJ",1.3
"McGee, JaVale",4.1
"Chandler, Wilson",3.2
"Hickson, JJ",8.2
"Gallinari, Danilo",6
"Bonner, Matt",7.2
"Bonner, Matt",2.9
"Duncan, Tim",11.5
"Baynes, Aron",1.9
"Duncan, Tim",2
"Parker, Tony",9.3
"Williams, Reggie",11.3
"Smith, Jason",6.6
"Thomas, Lance",4.6
"Amundson, Lou",0.9
"Aldrich, Cole",10.1
"Hardaway Jr., Tim",13.8
"James, LeBron",3.5
"James, LeBron",4.7
"Irving, Kyrie",0
"Thompson, Tristan",3.7
"Love, Kevin",5.8
"Thompson, Tristan",6.9
"Bosh, Chris",7.1
"Bosh, Chris",4.6
"Haslem, Udonis",0.9
"Cole, Norris",13
"Ennis, James",2.9
"Andersen, Chris",14.1
"Bosh, Chris",1.5
"Andersen, Chris",1.1
"Young, Thaddeus",7.1
"Dieng, Gorgui",0.9
"Dieng, Gorgui",2.8
"Young, Thaddeus",7
"Young, Thaddeus",5.7
"Stuckey, Rodney",7
"Hibbert, Roy",1.8
"Scola, Luis",5.2
"Hibbert, Roy",2.3
"West, David",3.3
"Hibbert, Roy",2.1
"Mahinmi, Ian",1
"West, David",6.2
"Duncan, Tim",2.2
"Bonner, Matt",0.1
"Diaw, Boris",1.8
"Bonner, Matt",2.2
"Duncan, Tim",0.8
"Green, Danny",7.4
"Duncan, Tim",1.7
"Splitter, Tiago",2.4
"Bonner, Matt",2.2
"Smith, Jason",5.6
"Acy, Quincy",3.3
"Acy, Quincy",3
"Davis, Anthony",3.8
"Davis, Anthony",6.1
"Davis, Anthony",3.2
"Asik, Omer",3.4
"Davis, Anthony",4.4
"Asik, Omer",0.9
"Evans, Tyreke",8.1
"Davis, Anthony",6.3
"Anderson, Ryan",3.6
"Zeller, Tyler",12.2
"Pressey, Phil",6.5
"Olynyk, Kelly",2.4
"Green, Jeff",3.2
"Turner, Evan",9.4
"Zeller, Tyler",9.2
"Green, Jeff",2.2
"Zeller, Tyler",0.7
"Harris, Tobias",10.2
"Vucevic, Nikola",2.6
"Frye, Channing",5.3
"O'Quinn, Kyle",3.4
"Oladipo, Victor",2.6
"Love, Kevin",5.7
"Love, Kevin",2.2
"Love, Kevin",10.3
"Miller, Mike",3.7
"Love, Kevin",2
"Thompson, Tristan",1.9
"Marion, Shawn",13.2
"Howard, Dwight",2.7
"Smith, Josh",6.1
"Howard, Dwight",1.3
"Ariza, Trevor",5.5
"Smith, Josh",1.7
"Dudley, Jared",3.3
"Henson, John",0.6
"Antetokounmpo, Giannis",3.5
"Oladipo, Victor",8.2
"Harris, Tobias",0
"Harris, Tobias",2.2
"Harris, Tobias",1.7
"Dedmon, Dewayne",1.6
"Ibaka, Serge",10.5
"Jones, Perry",0.9
"Jones, Perry",4.3
"Jackson, Reggie",1.2
"Collison, Nick",4.5
"Ibaka, Serge",7.1
"Jones, Perry",0.7
"Adams, Steven",2.8
"Adams, Steven",3.1
"Sanders, Larry",1.7
"Sanders, Larry",2.4
"Ilyasova, Ersan",1.5
"Antetokounmpo, Giannis",2.8
"Faried, Kenneth",5.3
"Mozgov, Timofey",9.2
"Afflalo, Arron",2.2
"Chandler, Wilson",1.1
"Faried, Kenneth",0.5
"Faried, Kenneth",7.2
"Faried, Kenneth",3.9
"Kanter, Enes",6.4
"Kanter, Enes",6.1
"Kanter, Enes",3
"Kanter, Enes",0.6
"Favors, Derrick",7.2
"Favors, Derrick",9.3
"Noel, Nerlens",0.8
"Covington, Robert",2
"Carter-Williams, Michael",11.7
"Noel, Nerlens",1.9
"Morris, Markieff",1.6
"Green, Gerald",2.6
"Morris, Markieff",2.6
"Morris, Markieff",2
"Love, Kevin",12.6
"Varejao, Anderson",3.9
"Varejao, Anderson",8.3
"James, LeBron",2.1
"Plumlee, Mason",1.6
"Jefferson, Cory",1.3
"Randolph, Zach",4.5
"Gasol, Marc",0.9
"Randolph, Zach",11.1
"Carter, Vince",6.1
"Gasol, Marc",2.3
"Gasol, Marc",1
"Randolph, Zach",7.4
"Sullinger, Jared",8.2
"Zeller, Tyler",2.3
"Rondo, Rajon",2.3
"Sullinger, Jared",5.1
"Sullinger, Jared",1.5
"Olynyk, Kelly",5.9
"Stoudemire, Amar'e",7.8
"Dalembert, Samuel",2
"Stoudemire, Amar'e",0
"Dalembert, Samuel",4.3
"Gasol, Pau",1.3
"Noah, Joakim",2.3
"Gasol, Pau",3.8
"Mirotic, Nikola",2.3
"Mirotic, Nikola",6.1
"Gasol, Pau",3.2
"Gasol, Pau",2
"Noah, Joakim",7
"Rose, Derrick",12.1
"Scott, Mike",3.8
"Bazemore, Kent",5.4
"Brand, Elton",7
"Millsap, Paul",7.3
"Millsap, Paul",6.8
"Brand, Elton",4.3
"Speights, Marreese",5.1
"Bogut, Andrew",2
"Barnes, Harrison",7.3
"Green, Draymond",6
"Green, Draymond",1.8
"Green, Draymond",2.2
"Green, Draymond",0.5
"Green, Draymond",2.3
"Blake, Steve",5.8
"Lillard, Damian",2.1
"Freeland, Joel",1.5
"Freeland, Joel",0.6
"Freeland, Joel",6.3
"Freeland, Joel",6.3
"Crabbe, Allen",3.5
"Aldridge, LaMarcus",2.1
"Aldridge, LaMarcus",1.7
"Aldridge, LaMarcus",2.6
"Jordan, DeAndre",12
"Griffin, Blake",4.9
"Hawes, Spencer",8
"Hawes, Spencer",6.8
"Turkoglu, Hedo",2
"Davis, Glen",5.5
"Jordan, DeAndre",7.5
"Haslem, Udonis",2.8
"Ennis, James",0.1
"Haslem, Udonis",1.6
"Chalmers, Mario",2
"Bosh, Chris",2.5
"Bosh, Chris",1.1
"Williams, Shawne",2.8
"Oladipo, Victor",7.9
"Payton, Elfrid",3.6
"Harris, Tobias",5.7
"Frye, Channing",1.5
"Green, Willie",3.7
"Frye, Channing",1.1
"Allen, Lavoy",6.4
"Copeland, Chris",17.8
"Allen, Lavoy",5.2
"Copeland, Chris",2.1
"Allen, Lavoy",0.2
"Mahinmi, Ian",1.5
"Nowitzki, Dirk",7.7
"Wright, Brandan",2.3
"Aminu, Al-Farouq",7.6
"Bogut, Andrew",6.7
"Barbosa, Leandro",6.8
"Bogut, Andrew",6.1
"Curry, Stephen",0.2
"Green, Draymond",4.6
"Len, Alex",0.3
"Len, Alex",1.1
"Plumlee, Miles",0.6
"Dragic, Goran",1.9
"Plumlee, Miles",0.7
"Plumlee, Miles",2
"Morris, Markieff",2.9
"Kaman, Chris",3.7
"Aldridge, LaMarcus",6.4
"Blake, Steve",3.8
"Aldridge, LaMarcus",7.8
"Sacre, Robert",9
"Price, Ronnie",3.6
"Davis, Ed",5.8
"Davis, Ed",6.2
"Johnson, Wesley",2.3
"Scott, Mike",5.7
"Scott, Mike",7.5
"Scott, Mike",5.2
"Millsap, Paul",9.1
"Carroll, DeMarre",7
"Millsap, Paul",4.8
"Teague, Jeff",6.4
"Antic, Pero",3.4
"Williams, Shawne",4.2
"Bosh, Chris",8.5
"Bosh, Chris",1.3
"Hamilton, Justin",1.9
"McRoberts, Josh",3.8
"Williams, Shawne",2.5
"Anderson, Ryan",2.3
"Anderson, Ryan",1.8
"Anderson, Ryan",5.7
"Evans, Tyreke",4.6
"Davis, Anthony",1.6
"Smith, Jason",7.9
"Stoudemire, Amar'e",8.4
"Smith, Jason",6.9
"Smith, Jason",1.6
"Smith, Jason",6
"Smith, Jason",7.3
"Randolph, Zach",8.1
"Gasol, Marc",7.4
"Randolph, Zach",1.5
"Randolph, Zach",2.1
"Allen, Tony",3.9
"Leuer, Jon",2.2
"Leuer, Jon",4.5
"Antetokounmpo, Giannis",11
"Antetokounmpo, Giannis",4.7
"Sanders, Larry",7.5
"Ilyasova, Ersan",5.6
"Bayless, Jerryd",2.8
"Mayo, O.J.",9.9
"Nelson, Jameer",2.8
"Nelson, Jameer",3.4
"Barton, Will",3.2
"Barton, Will",2.2
"Gallinari, Danilo",3.1
"Barton, Will",2.8
"Barton, Will",4.3
"Harris, Gary",1.5
"Barton, Will",3.2
"Barton, Will",4.4
"Harris, Gary",3.5
"Lawson, Ty",3.1
"Gallinari, Danilo",3.8
"Redick, JJ",2.5
"Redick, JJ",3.4
"Redick, JJ",2.7
"Rivers, Austin",2.6
"Hawes, Spencer",0.6
"Redick, JJ",2.4
"Redick, JJ",4.8
"Hawes, Spencer",3.9
"Redick, JJ",3.7
"Jordan, DeAndre",5
"Rivers, Austin",6
"Redick, JJ",4.7
"Redick, JJ",1.9
"Wilcox, CJ",3.6
"Redick, JJ",0.3
"Rivers, Austin",1.2
"Jones, Dahntay",2.9
"Koufos, Kosta",7.5
"Lee, Courtney",3.2
"Udrih, Beno",3.1
"Conley, Mike",4.7
"Leuer, Jon",1.1
"Udrih, Beno",6.2
"Udrih, Beno",2.7
"Lee, Courtney",2.1
"Mirotic, Nikola",5.1
"Snell, Tony",1.2
"Mirotic, Nikola",0.1
"Snell, Tony",1.3
"Noah, Joakim",5.2
"Snell, Tony",5.1
"Hinrich, Kirk",6.8
"Hinrich, Kirk",3
"Hinrich, Kirk",3.1
"Mirotic, Nikola",4.7
"Dunleavy, Mike",5.8
"Dunleavy, Mike",4.9
"Butler, Jimmy",5.6
"Hinrich, Kirk",1.7
"Temple, Garrett",3.4
"Webster, Martell",4.2
"Seraphin, Kevin",3.7
"Butler, Rasual",3.8
"Blair, DeJuan",4.5
"Green, Gerald",2.4
"Green, Gerald",6.4
"Green, Gerald",5.6
"Green, Gerald",8.1
"Hill, George",4.4
"Hill, George",1.7
"Rudez, Damjan",4.7
"West, David",2.4
"West, David",4.6
"Hibbert, Roy",3.4
"Watson, CJ",3.7
"Watson, CJ",3
"Rudez, Damjan",2.1
"Hill, Solomon",2.5
"Hill, Solomon",6
"McDaniels, KJ",6.9
"Sims, Henry",5.9
"Frazier, Tim",2.7
"Frazier, Tim",3.6
"Sampson, JaKarr",2.6
"Sampson, JaKarr",2.1
"Butler, Rasual",2.9
"Porter, Otto",4.1
"Gortat, Marcin",4
"Pierce, Paul",2
"Humphries, Kris",3.7
"Blair, DeJuan",3.9
"Blair, DeJuan",3.2
"Seraphin, Kevin",4.6
"Beal, Bradley",1.7
"Beal, Bradley",2.9
"Porter, Otto",3.9
"Beal, Bradley",3.1
"Temple, Garrett",4.1
"Humphries, Kris",1.6
"Temple, Garrett",4.7
"Temple, Garrett",4.3
"Humphries, Kris",3.9
"Temple, Garrett",4.1
"Lawson, Ty",3.3
"Lawson, Ty",10.4
"Lawson, Ty",2.6
"Nelson, Jameer",4.8
"Afflalo, Arron",10
"Mills, Patty",1.6
"Diaw, Boris",4.2
"Baynes, Aron",4.6
"Mills, Patty",2.4
"Mills, Patty",2.4
"Ginobili, Manu",3.4
"Joseph, Cory",3
"Bonner, Matt",4.8
"Joseph, Cory",2.9
"Williams, Reggie",4.8
"Larkin, Shane",5.1
"Larkin, Shane",3.8
"Larkin, Shane",3.1
"Larkin, Shane",2.6
"Larkin, Shane",2.3
"Amundson, Lou",4.9
"Irving, Kyrie",2.7
"Irving, Kyrie",4.2
"Williams, Shawne",7
"Andersen, Chris",6
"Wade, Dwyane",4.1
"Wade, Dwyane",3.3
"Wade, Dwyane",3.3
"Budinger, Chase",4.4
"LaVine, Zach",4.9
"Dieng, Gorgui",2.8
"Bennett, Anthony",7.9
"Williams, Mo",1.7
"Hummel, Robbie",4.3
"LaVine, Zach",1.6
"LaVine, Zach",1.3
"Dieng, Gorgui",2.2
"Dieng, Gorgui",2.7
"LaVine, Zach",4.8
"Miles, CJ",5.6
"Mahinmi, Ian",0.1
"Sloan, Donald",3.2
"Sloan, Donald",4.2
"Mahinmi, Ian",3.7
"Scola, Luis",2.8
"Sloan, Donald",1.9
"Scola, Luis",3.5
"Sloan, Donald",4.1
"Scola, Luis",2.4
"Stuckey, Rodney",5.6
"Hansbrough, Tyler",6.1
"Vasquez, Greivis",2
"Williams, Lou",4
"Hansbrough, Tyler",1.2
"Lowry, Kyle",4.5
"Cunningham, Dante",7
"Davis, Anthony",2
"Gordon, Eric",3.5
"Gordon, Eric",4.1
"Anderson, Ryan",4.3
"Anderson, Ryan",14.1
"Anderson, Ryan",2
"Fredette, Jimmer",3.2
"Smart, Marcus",6.1
"Smart, Marcus",0.5
"Olynyk, Kelly",1
"Bradley, Avery",4.1
"Bradley, Avery",1.7
"Bass, Brandon",4
"Turner, Evan",0.6
"Wright, Brandan",2.7
"Crowder, Jae",5.8
"Bass, Brandon",3.4
"Young, James",5.3
"Crowder, Jae",3.8
"Harris, Tobias",3.4
"Fournier, Evan",3.7
"Fournier, Evan",2.9
"Frye, Channing",2.5
"Fournier, Evan",3.2
"Fournier, Evan",3.1
"Fournier, Evan",4.6
"Oladipo, Victor",5.8
"Vucevic, Nikola",3.6
"Fournier, Evan",6
"Fournier, Evan",3.3
"Waiters, Dion",1.7
"Dellavedova, Matthew",2.6
"Irving, Kyrie",1.4
"Irving, Kyrie",3.3
"Marion, Shawn",5
"Waiters, Dion",2
"Waiters, Dion",4.9
"Marion, Shawn",4.2
"Marion, Shawn",3.7
"Thompson, Tristan",1.1
"Dellavedova, Matthew",3.1
"Love, Kevin",5.5
"Thompson, Tristan",1.2
"Dellavedova, Matthew",2.1
"Dellavedova, Matthew",3.5
"Irving, Kyrie",6.4
"Dorsey, Joey",5.8
"Brewer, Corey",1.7
"Dorsey, Joey",3.4
"Motiejunas, Donatas",2.1
"Brewer, Corey",2.4
"Ariza, Trevor",5.7
"Brewer, Corey",2.3
"Knight, Brandon",3.7
"Mayo, O.J.",0.2
"Mayo, O.J.",1.7
"Dudley, Jared",5.6
"Marshall, Kendall",2.7
"Henson, John",0.7
"Marshall, Kendall",2.4
"Bayless, Jerryd",2.2
"Gordon, Ben",2.9
"Gordon, Ben",3.9
"Frye, Channing",3.5
"Oladipo, Victor",4.8
"Dedmon, Dewayne",1.4
"Frye, Channing",3.9
"O'Quinn, Kyle",9.8
"Fournier, Evan",4
"Dedmon, Dewayne",6.1
"Perkins, Kendrick",2.5
"Lamb, Jeremy",1.7
"Perkins, Kendrick",2.3
"Collison, Nick",2.4
"Westbrook, Russell",5.8
"Roberson, Andre",3.4
"Jackson, Reggie",3.6
"Lamb, Jeremy",2.6
"Knight, Brandon",4
"Pachulia, Zaza",2.3
"Bayless, Jerryd",1.4
"Ilyasova, Ersan",9
"Antetokounmpo, Giannis",3.6
"Mayo, O.J.",2.1
"Mayo, O.J.",6.2
"Bayless, Jerryd",1
"Bayless, Jerryd",3.9
"Lawson, Ty",3.8
"Faried, Kenneth",4.8
"Hickson, JJ",2.4
"Afflalo, Arron",3.5
"Harris, Gary",4.6
"Lawson, Ty",3.6
"Green, Erick",3
"Green, Erick",3
"Hood, Rodney",1.9
"Hood, Rodney",1.9
"Burks, Alec",5.5
"Burks, Alec",2.2
"Gobert, Rudy",2.4
"Hood, Rodney",3.7
"Hayward, Gordon",2.3
"Booker, Trevor",3.8
"Exum, Dante",5.2
"Exum, Dante",1.7
"Novak, Steve",2.1
"Wroten, Tony",4
"Covington, Robert",6.7
"Noel, Nerlens",3.3
"Covington, Robert",3.4
"Wroten, Tony",4.3
"Mbah a Moute, Luc",4.3
"Sampson, JaKarr",2.1
"Sampson, JaKarr",4
"Wroten, Tony",4
"McDaniels, KJ",4.7
"Thomas, Isaiah",2.6
"Green, Gerald",4.1
"Plumlee, Miles",4
"Bledsoe, Eric",2.3
"Tucker, PJ",2.6
"Green, Gerald",11
"Morris, Marcus",3.2
"Bledsoe, Eric",1
"Morris, Marcus",6.1
"Bledsoe, Eric",4.1
"Bledsoe, Eric",4.4
"Plumlee, Miles",3.9
"Dragic, Goran",3.1
"James, LeBron",4.4
"Waiters, Dion",1.4
"Waiters, Dion",4
"Harris, Joe",1
"James, LeBron",4.6
"Varejao, Anderson",13.4
"Varejao, Anderson",4.2
"Waiters, Dion",5
"James, LeBron",4.1
"Love, Kevin",2
"Jordan, Jerome",2
"Jordan, Jerome",5.2
"Anderson, Alan",5
"Jack, Jarrett",4.8
"Anderson, Alan",3.4
"Davies, Brandon",5.5
"Davies, Brandon",4.1
"Anderson, Alan",4.2
"Koufos, Kosta",8.8
"Koufos, Kosta",4.9
"Leuer, Jon",4.3
"Gasol, Marc",6.4
"Carter, Vince",4
"Carter, Vince",2.7
"Lee, Courtney",2
"Udrih, Beno",2.5
"Udrih, Beno",1.7
"Leuer, Jon",4.3
"Pondexter, Quincy",2.2
"Pondexter, Quincy",2.7
"Allen, Tony",3.5
"Prince, Tayshaun",2
"Allen, Tony",3.9
"Smart, Marcus",3.1
"Smart, Marcus",2
"Thornton, Marcus",1.8
"Turner, Evan",2.2
"Turner, Evan",4.7
"Thornton, Marcus",1.5
"Turner, Evan",5.5
"Sullinger, Jared",2.5
"Bass, Brandon",5.2
"Hardaway Jr., Tim",5.2
