id,value
"Randolph, Zach",4.9
"Gasol, Marc",2.9
"Barnes, Harrison",5
"Green, Draymond",2.1
"Barnes, Harrison",1.4
"Lee, David",4.2
"Lee, David",3.3
"Bogut, Andrew",4.1
"Iguodala, Andre",8.1
"Iguodala, Andre",0.6
"Holiday, Justin",4.2
"Butler, Jimmy",0.4
"Noah, Joakim",1.2
"Butler, Jimmy",7.3
"Noah, Joakim",6.7
"Noah, Joakim",8.6
"Gasol, Pau",2
"Gasol, Pau",6.1
"Gasol, Pau",4.3
"Pierce, Paul",0.9
"Pierce, Paul",2.7
"Pierce, Paul",3.2
"Wall, John",13
"Webster, Martell",8.5
"Temple, Garrett",6.1
"Seraphin, Kevin",1.9
"Jordan, DeAndre",2.6
"Barnes, Matt",0.2
"Barnes, Matt",5.7
"Barnes, Matt",7.7
"Redick, JJ",1.5
"Paul, Chris",6.5
"Crawford, Jamal",12.5
"Paul, Chris",14.1
"Beverley, Patrick",6.5
"Harden, James",7.4
"Harden, James",1.9
"Ariza, Trevor",3.8
"Harden, James",2.4
"Harden, James",4.4
"Beverley, Patrick",3.5
"Matthews, Wesley",2.4
"Batum, Nicolas",4.1
"Wright, Dorell",9.5
"Johnson, Wesley",9.2
"Hill, Jordan",7.2
"Black, Tarik",5.3
"Johnson, Wesley",5.8
"Davis, Ed",4.5
"Johnson, Wesley",6.4
"Johnson, Wesley",3
"Hill, Jordan",3.7
"Budinger, Chase",7
"James, LeBron",11.1
"James, LeBron",6.8
"James, LeBron",15.7
"James, LeBron",10
"Mozgov, Timofey",1.1
"James, LeBron",4.3
"Lee, Courtney",2.2
"Lee, Courtney",4.6
"Lee, Courtney",3.1
"Carter, Vince",5.5
"Randolph, Zach",8.2
"Randolph, Zach",4.9
"Randolph, Zach",1.9
"Randolph, Zach",3.1
"Randolph, Zach",4.4
"Splitter, Tiago",8.2
"Belinelli, Marco",1.8
"Green, Danny",2.2
"Parker, Tony",3.9
"Splitter, Tiago",32.8
"Splitter, Tiago",2.4
"Green, Danny",7.9
"Joseph, Cory",4.4
"Duncan, Tim",0
"Green, Danny",3.3
"Diaw, Boris",3.4
"Young, Thaddeus",7.9
"Muhammad, Shabazz",14.5
"Bennett, Anthony",1.4
"Williams, Mo",10.5
"Muhammad, Shabazz",10.4
"Knight, Brandon",11.8
"Antetokounmpo, Giannis",4
"Antetokounmpo, Giannis",4.9
"Henson, John",9.1
"Antetokounmpo, Giannis",7.8
"Pachulia, Zaza",2
"Antetokounmpo, Giannis",3.8
"Lowry, Kyle",3.3
"Lowry, Kyle",2.5
"Fields, Landry",1.2
"Johnson, Amir",16.2
"Valanciunas, Jonas",5.3
"Lowry, Kyle",5.8
"Ross, Terrence",4.2
"Vasquez, Greivis",7
"Covington, Robert",10.7
"Carter-Williams, Michael",4.3
"Covington, Robert",4.6
"Durant, Kevin",0.8
"Durant, Kevin",3.8
"Jones, Perry",6.7
"Jones, Perry",9.1
"Jones, Perry",7.5
"Ibaka, Serge",4.5
"Morrow, Anthony",5.5
"Ibaka, Serge",2.6
"Jones, Perry",3.2
"Babbitt, Luke",1.6
"Evans, Tyreke",7.2
"Babbitt, Luke",16
"Anderson, Ryan",1.6
"Bryant, Kobe",4.5
"Bryant, Kobe",4.3
"Bryant, Kobe",4.4
"Davis, Ed",7.5
"Bryant, Kobe",7.5
"Johnson, Wesley",4
"Bryant, Kobe",5.7
"Johnson, Wesley",9
"Davis, Ed",0.3
"McLemore, Ben",11.6
"Gay, Rudy",7.3
"Gay, Rudy",6.4
"Evans, Reggie",4
"Casspi, Omri",5
"Collison, Darren",8.2
"McLemore, Ben",1.2
"McLemore, Ben",7.1
"Nowitzki, Dirk",7.9
"Nowitzki, Dirk",6.4
"Ellis, Monta",5.8
"Villanueva, Charlie",1
"Ellis, Monta",3.4
"Chandler, Tyson",7.5
"Jefferson, Richard",6
"Jefferson, Richard",3
"Pierce, Paul",3.9
"Gortat, Marcin",4.5
"Pierce, Paul",2.5
"Calderon, Jose",3.6
"Hardaway Jr., Tim",5
"Kidd-Gilchrist, Michael",3.9
"Kidd-Gilchrist, Michael",2.7
"Kidd-Gilchrist, Michael",6.1
"Antetokounmpo, Giannis",5.8
"Parker, Jabari",6.3
"Antetokounmpo, Giannis",1.7
"Pachulia, Zaza",5.9
"Parker, Jabari",20.3
"Middleton, Khris",5.1
"Roberson, Andre",4.8
"Durant, Kevin",4.9
"Durant, Kevin",8.8
"Drummond, Andre",1.6
"Smith, Josh",2.8
"Smith, Josh",5.8
"Butler, Caron",13.9
"Butler, Caron",6.5
"Butler, Caron",1.5
"Jennings, Brandon",3
"Jerebko, Jonas",6
"Jerebko, Jonas",4.5
"Jerebko, Jonas",0.1
"Smith, Josh",6.7
"Cole, Norris",7
"Deng, Luol",3.8
"Wade, Dwyane",3
"Deng, Luol",4.1
"Barnes, Matt",5
"Barnes, Matt",2.7
"Barnes, Matt",2.1
"Barnes, Matt",4.6
"Redick, JJ",7.1
"Griffin, Blake",2.3
"Ariza, Trevor",5.8
"Harden, James",5.1
"Harden, James",4.7
"Harden, James",2
"Harden, James",4.6
"Ariza, Trevor",0.5
"Harden, James",0.3
"Ariza, Trevor",3.6
"Harden, James",2.9
"Motiejunas, Donatas",5
"Beverley, Patrick",4.2
"Harden, James",0.7
"Ellis, Monta",14
"Nowitzki, Dirk",7
"Chandler, Tyson",11.6
"Nelson, Jameer",4.2
"Nowitzki, Dirk",3.6
"Nelson, Jameer",4.5
"Aminu, Al-Farouq",4.4
"Hill, Solomon",3.4
"Hibbert, Roy",2.3
"West, David",6.6
"Hibbert, Roy",3.4
"Stuckey, Rodney",4.1
"Hibbert, Roy",6.7
"Frye, Channing",4.2
"Gordon, Ben",3.7
"Vucevic, Nikola",4.4
"Harris, Tobias",7
"Harris, Tobias",7.6
"Chandler, Wilson",4.4
"Mozgov, Timofey",7.5
"Hickson, JJ",8.4
"Arthur, Darrell",5.5
"Gallinari, Danilo",14.1
"Faried, Kenneth",4.9
"Mozgov, Timofey",5
"Arthur, Darrell",5.7
"Lawson, Ty",3.2
"Arthur, Darrell",2.8
"Robinson, Nate",3.8
"Mozgov, Timofey",6.6
"Patterson, Patrick",2.8
"Hayes, Charles",1.3
"DeRozan, DeMar",5.5
"Lowry, Kyle",5.6
"Vasquez, Greivis",5.2
"Lowry, Kyle",11.9
"Mahinmi, Ian",6.4
"Allen, Lavoy",7.7
"Hibbert, Roy",0.1
"Copeland, Chris",6.2
"Sims, Henry",4.8
"Noel, Nerlens",4.7
"Wroten, Tony",2.3
"Davies, Brandon",2
"Davies, Brandon",5.8
"Butler, Caron",5.3
"Augustin, D.J.",1.5
"Jerebko, Jonas",9
"Jennings, Brandon",4.9
"Smith, Josh",6.3
"Jennings, Brandon",4.2
"Smith, Josh",7.2
"Jerebko, Jonas",4.6
"Crawford, Jamal",5
"Hawes, Spencer",2.1
"Crawford, Jamal",1.5
"Griffin, Blake",4.3
"Griffin, Blake",3.8
"Barnes, Matt",4
"Griffin, Blake",4.2
"Barnes, Matt",8.1
"Henderson, Gerald",5.8
"Biyombo, Bismack",3.1
"Neal, Gary",4.2
"Hairston, PJ",1.4
"Zeller, Cody",6.7
"Neal, Gary",0.1
"Jefferson, Al",1.8
"Johnson, Joe",16
"Anderson, Alan",2.8
"Lopez, Brook",1.9
"Iguodala, Andre",4.2
"Green, Draymond",2.8
"Green, Draymond",2.2
"Green, Draymond",4.3
"Barnes, Harrison",16.8
"Bogut, Andrew",1.8
"Casspi, Omri",6.4
"Casspi, Omri",5.1
"Casspi, Omri",7.7
"Gay, Rudy",11.5
"Stauskas, Nik",2.2
"Landry, Carl",8
"Thompson, Jason",4.9
"Landry, Carl",7
"Landry, Carl",7.4
"Landry, Carl",1.1
"Landry, Carl",2.8
"Gasol, Marc",2
"Leuer, Jon",2.6
"Conley, Mike",4.5
"Kelly, Ryan",6.4
"Bryant, Kobe",4.5
"Hill, Jordan",2.6
"Bryant, Kobe",9.1
"Hill, Jordan",5
"Boozer, Carlos",2.6
"Kelly, Ryan",4.8
"Lin, Jeremy",2.8
"Clarkson, Jordan",1.3
"Boozer, Carlos",3.1
"Kelly, Ryan",17.6
"Lin, Jeremy",1.9
"Johnson, Wesley",4.2
"Ellington, Wayne",2.2
"Lin, Jeremy",7.9
"Bledsoe, Eric",3.8
"Len, Alex",3.3
"Goodwin, Archie",1.7
"Wright, Brandan",5.1
"Knight, Brandon",4.8
"Bledsoe, Eric",6
"Knight, Brandon",0.8
"Knight, Brandon",5.6
"Morris, Marcus",5
"Schroder, Dennis",2.3
"Mack, Shelvin",3
"Scott, Mike",2.1
"Scott, Mike",5.6
"Schroder, Dennis",4.9
"Scott, Mike",2.4
"Schroder, Dennis",6.1
"Gordon, Eric",1.1
"Evans, Tyreke",2.5
"Asik, Omer",2.7
"Evans, Tyreke",3.7
"Asik, Omer",1.7
"Cunningham, Dante",4.6
"Gordon, Eric",3.1
"Ajinca, Alexis",2.7
"Pondexter, Quincy",8.3
"Cunningham, Dante",3.1
"Babbitt, Luke",3.7
"Evans, Tyreke",2.8
"Ajinca, Alexis",2.5
"Payton, Elfrid",5.6
"Payton, Elfrid",2
"Payton, Elfrid",5.7
"Harris, Tobias",2.6
"Payton, Elfrid",3.8
"Vucevic, Nikola",1.5
"Payton, Elfrid",3.1
"Payton, Elfrid",6.2
"Payton, Elfrid",1.2
"Harris, Tobias",1.3
"Canaan, Isaiah",3.9
"Canaan, Isaiah",0.1
"Covington, Robert",0.2
"Thompson, Hollis",3.9
"McGee, JaVale",3.9
"Sims, Henry",5.5
"Canaan, Isaiah",2.7
"Mbah a Moute, Luc",2.5
"Noel, Nerlens",3.8
"Mbah a Moute, Luc",5.6
"McGee, JaVale",9.3
"Thompson, Hollis",10
"Frazier, Tim",6.8
"Canaan, Isaiah",2.5
"Gordon, Eric",3.7
"Cole, Norris",0.6
"Gordon, Eric",3.6
"Asik, Omer",0.4
"Evans, Tyreke",6.6
"Asik, Omer",2.9
"Gordon, Eric",3.4
"Asik, Omer",2.5
"Cunningham, Dante",3.6
"Gordon, Eric",3.4
"Asik, Omer",7.3
"Harden, James",3.9
"Beverley, Patrick",4.3
"Motiejunas, Donatas",2
"Motiejunas, Donatas",1.2
"Smith, Josh",2.5
"Terry, Jason",4.3
"Harden, James",4.8
"Papanikolaou, Kostas",5.6
"Terry, Jason",2.6
"Brewer, Corey",4
"Brewer, Corey",7.5
"Thompson, Jason",4.4
"Sessions, Ramon",2.3
"McLemore, Ben",3.9
"McLemore, Ben",5.9
"Cousins, DeMarcus",2.6
"McLemore, Ben",2.5
"Sessions, Ramon",2.6
"Stauskas, Nik",2.7
"Thompson, Jason",4.3
"Cousins, DeMarcus",5.5
"McLemore, Ben",6.2
"McCallum, Ray",4.2
"McLemore, Ben",2.2
"Favors, Derrick",0.3
"Exum, Dante",2
"Exum, Dante",4.6
"Favors, Derrick",8.4
"Hayward, Gordon",3.1
"Ingles, Joe",0.6
"Exum, Dante",3.3
"Exum, Dante",4.1
"Matthews, Wesley",14.4
"Lillard, Damian",3.2
"Lillard, Damian",2.3
"Batum, Nicolas",4.8
"Leonard, Meyers",5.3
"Blake, Steve",10.3
"Lillard, Damian",1.4
"Lillard, Damian",2.9
"Lillard, Damian",1.8
"Batum, Nicolas",4
"Lillard, Damian",3.8
"Lee, Courtney",0.1
"Green, Jeff",5.3
"Lee, Courtney",2.6
"Green, Jeff",3.7
"Leuer, Jon",13.6
"Udrih, Beno",2.5
"Calathes, Nick",1.9
"Leuer, Jon",36.3
"Calathes, Nick",3.5
"Leuer, Jon",4.9
"Gasol, Marc",4
"Gasol, Marc",1.7
"Conley, Mike",1.9
"Conley, Mike",2.7
"Thompson, Klay",2.5
"Green, Draymond",4.2
"Thompson, Klay",1.4
"Barnes, Harrison",4.8
"Lee, David",0.7
"Iguodala, Andre",4
"Thompson, Klay",1.5
"Barnes, Harrison",3.9
"Thompson, Klay",8.8
"Curry, Stephen",5.3
"Barnes, Harrison",4.8
"Barnes, Harrison",5.5
"Bogut, Andrew",3.8
"Green, Draymond",2.2
"Green, Draymond",0.9
"Snell, Tony",3.5
"Noah, Joakim",6.3
"Snell, Tony",1.1
"Butler, Jimmy",0
"Butler, Jimmy",2.8
"Hinrich, Kirk",4.2
"Noah, Joakim",5.5
"Gibson, Taj",3.7
"Brooks, Aaron",3.5
"Brooks, Aaron",5.1
"Snell, Tony",2.8
"Noah, Joakim",5.8
"Snell, Tony",4.6
"Gasol, Pau",1.5
"Gasol, Pau",2.6
"Rose, Derrick",3.3
"Gasol, Pau",5.3
"Brooks, Aaron",0.7
"Pierce, Paul",3.6
"Gortat, Marcin",5.6
"Humphries, Kris",2.9
"Pierce, Paul",4.7
"Beal, Bradley",35.3
"Humphries, Kris",1.5
"Gooden, Drew",1.6
"Pierce, Paul",4.4
"Beal, Bradley",1.8
"Beal, Bradley",2.4
"Beal, Bradley",6.1
"Webster, Martell",1.2
"Gooden, Drew",4.4
"Webster, Martell",6.9
"Beal, Bradley",2.1
"Jordan, DeAndre",1.1
"Paul, Chris",2.6
"Crawford, Jamal",4.5
"Crawford, Jamal",2.9
"Griffin, Blake",0.9
"Redick, JJ",1.9
"Crawford, Jamal",5.5
"Redick, JJ",2.6
"Redick, JJ",5
"Paul, Chris",1.8
"Jordan, DeAndre",2.2
"Harden, James",4.5
"Ariza, Trevor",4.1
"Smith, Josh",4.3
"Ariza, Trevor",7
"Beverley, Patrick",2.9
"Wright, Dorell",3.3
"Matthews, Wesley",4.4
"Kaman, Chris",3.9
"Matthews, Wesley",3.2
"Wright, Dorell",5.3
"Kaman, Chris",2.8
"Lillard, Damian",2.5
"Wright, Dorell",1.7
"Batum, Nicolas",5.7
"Leonard, Meyers",2
"Matthews, Wesley",3.5
"Barton, Will",4.1
"Matthews, Wesley",4.8
"Wright, Dorell",3.8
"Lillard, Damian",4.1
"Ellington, Wayne",4.5
"Ellington, Wayne",4.9
"Davis, Ed",6.2
"Lin, Jeremy",2
"Young, Nick",4.9
"Young, Nick",4.4
"Lin, Jeremy",7.5
"Hill, Jordan",3.5
"Ellington, Wayne",4.9
"Johnson, Wesley",3.4
"Hill, Jordan",5.5
"Ellington, Wayne",2.9
"Young, Nick",2.7
"Johnson, Wesley",2.3
"Young, Nick",3
"Dieng, Gorgui",2.1
"Wiggins, Andrew",8
"Williams, Mo",0
"Dieng, Gorgui",0
"Young, Thaddeus",2
"Wiggins, Andrew",2.8
"Budinger, Chase",4.5
"Budinger, Chase",5.6
"Williams, Mo",0.3
"Wiggins, Andrew",4.7
"Williams, Mo",9.8
"Wiggins, Andrew",5.3
"Budinger, Chase",2.4
"Dieng, Gorgui",2.3
"Bennett, Anthony",6.9
"Daniels, Troy",1.8
"Daniels, Troy",2
"Love, Kevin",13.4
"Smith, J.R.",10.4
"Love, Kevin",0.6
"Dellavedova, Matthew",3.9
"Dellavedova, Matthew",1.5
"Irving, Kyrie",1.3
"Thompson, Tristan",8.3
"Irving, Kyrie",23.8
"Irving, Kyrie",5.3
"Love, Kevin",7.6
"Smith, J.R.",15.4
"Smith, J.R.",6.6
"Thompson, Tristan",4.2
"James, LeBron",3.2
"Irving, Kyrie",2.7
"Gasol, Marc",6.3
"Gasol, Marc",3.8
"Lee, Courtney",4.5
"Carter, Vince",6
"Gasol, Marc",2
"Allen, Tony",3.4
"Gasol, Marc",2
"Allen, Tony",4.6
"Conley, Mike",4.8
"Allen, Tony",4.1
"Conley, Mike",2.7
"Green, Danny",2.8
"Duncan, Tim",3.3
"Joseph, Cory",0.6
"Green, Danny",2.1
"Splitter, Tiago",2.7
"Green, Danny",1.6
"Splitter, Tiago",0.6
"Parker, Tony",1.9
"Belinelli, Marco",2.3
"Mills, Patty",2
"Joseph, Cory",0.5
"Mills, Patty",1.9
"Williams, Mo",4.4
"Young, Thaddeus",0
"Dieng, Gorgui",5
"Wiggins, Andrew",4.8
"Dieng, Gorgui",5.2
"Bennett, Anthony",1
"Budinger, Chase",5.2
"Hummel, Robbie",1.4
"Dieng, Gorgui",6.2
"Williams, Mo",4
"Muhammad, Shabazz",2.2
"Williams, Mo",1.3
"Dieng, Gorgui",2.7
"Young, Thaddeus",2.1
"Wiggins, Andrew",7
"Williams, Mo",4.9
"Middleton, Khris",3.6
"Antetokounmpo, Giannis",9.8
"Pachulia, Zaza",3
"Middleton, Khris",3.9
"Pachulia, Zaza",4.1
"Dudley, Jared",1.5
"Pachulia, Zaza",1.5
"Pachulia, Zaza",2.5
"Pachulia, Zaza",3.6
"Middleton, Khris",5.4
"Middleton, Khris",4.2
"Mayo, O.J.",17.4
"Bayless, Jerryd",6.6
"Valanciunas, Jonas",3.2
"Valanciunas, Jonas",5.1
"Lowry, Kyle",2
"Lowry, Kyle",2.7
"Ross, Terrence",5.1
"Vasquez, Greivis",22.7
"Williams, Lou",2.1
"Ross, Terrence",2.8
"Williams, Lou",3.4
"Valanciunas, Jonas",4.8
"Vasquez, Greivis",7
"Mbah a Moute, Luc",5.7
"Noel, Nerlens",2.3
"McDaniels, KJ",4.4
"Carter-Williams, Michael",5
"Covington, Robert",1.1
"McDaniels, KJ",3.6
"McDaniels, KJ",4.2
"McDaniels, KJ",3.7
"Grant, Jerami",3.3
"Covington, Robert",2.6
"Covington, Robert",5.3
"Carter-Williams, Michael",5.1
"Wroten, Tony",3.2
"Roberson, Andre",4.2
"Adams, Steven",3.6
"Morrow, Anthony",2.9
"Jones, Perry",1.6
"Jones, Perry",3.7
"Jackson, Reggie",4.1
"Jackson, Reggie",5.4
"Smith, Ish",0.3
"Jones, Perry",0.4
"Morrow, Anthony",3.6
"Ibaka, Serge",4.7
"Adams, Steven",7.1
"Evans, Tyreke",3.4
"Babbitt, Luke",2.7
"Asik, Omer",5.1
"Davis, Anthony",5.8
"Anderson, Ryan",2.5
"Cunningham, Dante",3.8
"Anderson, Ryan",2.2
"Cunningham, Dante",4.3
"Babbitt, Luke",2.1
"Evans, Tyreke",0.2
"Rivers, Austin",4
"Evans, Tyreke",1.9
"Asik, Omer",3.2
"Rivers, Austin",1.2
"Rivers, Austin",4.5
"Holiday, Jrue",3.8
"Evans, Tyreke",4
"Johnson, Wesley",5.2
"Johnson, Wesley",2.7
"Price, Ronnie",4.4
"Johnson, Wesley",0.1
"Johnson, Wesley",5.7
"Davis, Ed",3.4
"Lin, Jeremy",27.7
"Johnson, Wesley",2.4
"Bryant, Kobe",4.9
"Johnson, Wesley",4.6
"Davis, Ed",2.1
"Johnson, Wesley",4.8
"Hill, Jordan",1.1
"Davis, Ed",4.6
"Sacre, Robert",5.1
"Ellington, Wayne",4
"Evans, Reggie",2.2
"Evans, Reggie",6.7
"Gay, Rudy",4.5
"Williams, Derrick",2.7
"Landry, Carl",5.6
"McCallum, Ray",2.8
"Collison, Darren",1.7
"Gay, Rudy",5.1
"Collison, Darren",0.4
"Evans, Reggie",3.2
"McLemore, Ben",2.6
"McLemore, Ben",4.4
"McLemore, Ben",4.2
"Evans, Reggie",2.9
"Evans, Reggie",5.6
"Parsons, Chandler",5.2
"Rondo, Rajon",4.6
"Chandler, Tyson",6
"Villanueva, Charlie",2.9
"Rondo, Rajon",3.6
"Jefferson, Richard",4.4
"Chandler, Tyson",1.9
"Villanueva, Charlie",4.7
"Nowitzki, Dirk",6.2
"Rondo, Rajon",4.5
"Rondo, Rajon",6.8
"Nowitzki, Dirk",5.2
"Nowitzki, Dirk",13.3
"Nowitzki, Dirk",6
"Nowitzki, Dirk",11.5
"Chandler, Tyson",4.1
"Harris, Devin",3.3
"Beal, Bradley",1.4
"Beal, Bradley",6.1
"Gortat, Marcin",5
"Butler, Rasual",5
"Beal, Bradley",4.6
"Beal, Bradley",0.6
"Gortat, Marcin",5.1
"Pierce, Paul",31.3
"Seraphin, Kevin",4.2
"Butler, Rasual",5.4
"Beal, Bradley",4.2
"Anthony, Carmelo",3
"Calderon, Jose",2.1
"Acy, Quincy",0.9
"Calderon, Jose",1.2
"Larkin, Shane",1.5
"Prigioni, Pablo",4.1
"Hardaway Jr., Tim",3.7
"Hardaway Jr., Tim",3.5
"Hardaway Jr., Tim",1.5
"Calderon, Jose",4.2
"Hardaway Jr., Tim",3.3
"Walker, Kemba",1.9
"Jefferson, Al",7.2
"Stephenson, Lance",3.9
"Jefferson, Al",1.9
"Jefferson, Al",0.3
"Walker, Kemba",16.2
"Neal, Gary",0.7
"Zeller, Cody",1
"Zeller, Cody",1.2
"Neal, Gary",3.3
"Stephenson, Lance",3.6
"Neal, Gary",1.1
"Kidd-Gilchrist, Michael",3.8
"Walker, Kemba",0
"Walker, Kemba",5.7
"Walker, Kemba",3.2
"Neal, Gary",4.2
"Monroe, Greg",0.8
"Smith, Josh",3.4
"Caldwell-Pope, Kentavious",2.7
"Jennings, Brandon",2.9
"Butler, Caron",1.9
"Drummond, Andre",5
"Smith, Josh",3.9
"Meeks, Jodie",4.6
"Jennings, Brandon",5.3
"Meeks, Jodie",0.1
"Caldwell-Pope, Kentavious",3.9
"Caldwell-Pope, Kentavious",0.3
"Wade, Dwyane",11.5
"Wade, Dwyane",3.2
"Deng, Luol",4.1
"Wade, Dwyane",3.7
"Ennis, James",4.3
"Deng, Luol",2.8
"Deng, Luol",5.4
"Deng, Luol",4.7
"Wade, Dwyane",1.6
"Deng, Luol",2.2
"Deng, Luol",4.5
"Wade, Dwyane",2.3
"Cole, Norris",5.5
"Deng, Luol",4.8
"Bosh, Chris",6.1
"Jordan, DeAndre",5.7
"Griffin, Blake",5.5
"Barnes, Matt",6.1
"Jordan, DeAndre",3
"Paul, Chris",2.4
"Cunningham, Jared",2.5
"Hawes, Spencer",2.1
"Jordan, DeAndre",14.8
"Redick, JJ",1.2
"Redick, JJ",4.5
"Redick, JJ",3.8
"Paul, Chris",3.9
"Paul, Chris",2.4
"Hawes, Spencer",4.2
"Black, Tarik",11.4
"Motiejunas, Donatas",2.5
"Terry, Jason",7.6
"Ariza, Trevor",3.8
"Harden, James",4.3
"Ariza, Trevor",2.5
"Black, Tarik",5.1
"Harden, James",5.2
"Motiejunas, Donatas",1.7
"Ariza, Trevor",4.3
"Terry, Jason",4.7
"Johnson, Nick",8.8
"Motiejunas, Donatas",5.9
"Johnson, Nick",2.3
"Chandler, Tyson",4.6
"Ellis, Monta",6.5
"Parsons, Chandler",1.6
"Jefferson, Richard",5.5
"Aminu, Al-Farouq",4.5
"Wright, Brandan",2.5
"Ellis, Monta",4
"Parsons, Chandler",6.6
"Ellis, Monta",10.6
"Parsons, Chandler",5.6
"Ellis, Monta",4.4
"Nowitzki, Dirk",1.7
"Nowitzki, Dirk",4.4
"Nelson, Jameer",4.3
"Harris, Devin",4
"Sloan, Donald",3.5
"West, David",3.5
"West, David",6
"Hill, Solomon",5.7
"Copeland, Chris",9.4
"Watson, CJ",5.4
"Mahinmi, Ian",1.5
"Watson, CJ",4.6
"Hibbert, Roy",1.8
"Sloan, Donald",4
"Hill, Solomon",6.1
"Hibbert, Roy",4.6
"Hill, Solomon",5.1
"Hibbert, Roy",5.8
"Miles, CJ",4.2
"Harris, Tobias",5.3
"Payton, Elfrid",3.3
"Gordon, Ben",2.4
"Frye, Channing",3.3
"Green, Willie",1.7
"Oladipo, Victor",1.8
"O'Quinn, Kyle",2.1
"Harris, Tobias",3.7
"Frye, Channing",3.5
"Vucevic, Nikola",5.2
"Fournier, Evan",2.1
"Green, Willie",5.2
"Vucevic, Nikola",3.6
"Oladipo, Victor",3
"Oladipo, Victor",4.8
"Afflalo, Arron",5.9
"Mozgov, Timofey",3.6
"Afflalo, Arron",0.4
"Afflalo, Arron",4.7
"Hickson, JJ",1.5
"Gallinari, Danilo",3.1
"Lawson, Ty",4.1
"Lawson, Ty",3.3
"Arthur, Darrell",4.3
"Mozgov, Timofey",4.4
"Afflalo, Arron",1.1
"Afflalo, Arron",2.7
"Robinson, Nate",3.8
"Arthur, Darrell",4
"Hickson, JJ",1.7
"Chandler, Wilson",6
"Afflalo, Arron",4.3
"Afflalo, Arron",5.4
"Afflalo, Arron",8.6
"Lawson, Ty",4.9
"Afflalo, Arron",6.1
"Chandler, Wilson",5.7
"Valanciunas, Jonas",1.7
"Lowry, Kyle",4.3
"DeRozan, DeMar",4.5
"DeRozan, DeMar",5.4
"DeRozan, DeMar",2.4
"Valanciunas, Jonas",2.4
"Lowry, Kyle",2.6
"Lowry, Kyle",2.5
"Johnson, Amir",4.6
"Hill, Solomon",1.5
"Mahinmi, Ian",5.4
"Sloan, Donald",11.6
"Price, A.J.",5.4
"Hill, Solomon",6.6
"Sloan, Donald",0.4
"Mahinmi, Ian",3.9
"Mahinmi, Ian",4.3
"Scola, Luis",8.2
"Stuckey, Rodney",0.2
"Hill, Solomon",0.9
"Copeland, Chris",6.8
"Carter-Williams, Michael",2.2
"Carter-Williams, Michael",5.7
"Carter-Williams, Michael",8.3
"Carter-Williams, Michael",4.5
"Mbah a Moute, Luc",4.3
"Wroten, Tony",2.2
"Wroten, Tony",7.3
"Carter-Williams, Michael",2.4
"Noel, Nerlens",4.8
"Jennings, Brandon",3.7
"Jennings, Brandon",2.2
"Butler, Caron",4.2
"Jennings, Brandon",5.2
"Monroe, Greg",4.8
"Jennings, Brandon",1.9
"Jennings, Brandon",2.6
"Jennings, Brandon",3.7
"Caldwell-Pope, Kentavious",3.4
"Caldwell-Pope, Kentavious",3.5
"Jennings, Brandon",2.8
"Olynyk, Kelly",3.2
"Sullinger, Jared",4.8
"Bass, Brandon",5.5
"Bass, Brandon",5.7
"Rondo, Rajon",5.9
"Bradley, Avery",14.6
"Zeller, Tyler",3.6
"Sullinger, Jared",3.5
"Turner, Evan",4.3
"Bradley, Avery",1.7
"Green, Jeff",3.5
"Sullinger, Jared",0.8
"Bass, Brandon",6.7
"Zeller, Tyler",4.8
"Zeller, Tyler",2.5
"Jordan, DeAndre",8.7
"Paul, Chris",0.7
"Paul, Chris",1.5
"Redick, JJ",1.9
"Barnes, Matt",2.5
"Barnes, Matt",4.5
"Crawford, Jamal",10.6
"Redick, JJ",4.4
"Redick, JJ",5.9
"Redick, JJ",3.5
"Jordan, DeAndre",1.2
"Hawes, Spencer",7.3
"Griffin, Blake",4.8
"Redick, JJ",0.2
"Jefferson, Al",3.9
"Stephenson, Lance",5
"Stephenson, Lance",49.5
"Neal, Gary",4.1
"Jefferson, Al",2.4
"Neal, Gary",3.1
"Jefferson, Al",3.6
"Walker, Kemba",1.8
"Stephenson, Lance",4.4
"Williams, Marvin",1.8
"Neal, Gary",2
"Zeller, Cody",2
"Bogdanovic, Bojan",0.7
"Lopez, Brook",5.3
"Bogdanovic, Bojan",4.2
"Lopez, Brook",6
"Johnson, Joe",3.3
"Jack, Jarrett",1.9
"Williams, Deron",2.9
"Lopez, Brook",2.5
"Williams, Deron",4.4
"Lopez, Brook",4.1
"Bogdanovic, Bojan",8.9
"Lopez, Brook",5.4
"Johnson, Joe",4
"Teletovic, Mirza",5.1
"Williams, Deron",2.5
"Barbosa, Leandro",5.6
"Barbosa, Leandro",5.3
"Bogut, Andrew",1.9
"Barbosa, Leandro",3.8
"Barbosa, Leandro",4.1
"Green, Draymond",3.1
"Livingston, Shaun",5.2
"Livingston, Shaun",4.8
"Barbosa, Leandro",4.1
"Barnes, Harrison",2
"Speights, Marreese",3.1
"Livingston, Shaun",2.6
"Sessions, Ramon",2.5
"Thompson, Jason",5.3
"McLemore, Ben",1.5
"Sessions, Ramon",4.7
"Gay, Rudy",3.4
"Sessions, Ramon",5.5
"Stauskas, Nik",3
"Collison, Darren",3.8
"Cousins, DeMarcus",4.3
"McLemore, Ben",6.6
"Thompson, Jason",0.9
"Evans, Reggie",0.8
"Stauskas, Nik",4.2
"Cousins, DeMarcus",4
"Collison, Darren",2.5
"Collison, Darren",2.6
